user,first_social_sign,number_of_swaps,swaps_category,swapped_before_social,number_stake_actions,current_stake_raw,current_stake,stake_category,staked_before_social,defi_category
rubywoohoo.near,2023-02-23 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nguyencuong.near,2023-02-22 00:00:00.000,183,+50 SWAPS,YES,96,-12.953380495,0.0,NO STAKE,YES,DEFI MASTER
sheikh9146.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
savelueu.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.0006043543232,0.0,NO STAKE,YES,ONLY STAKED
b0dcfec2776af0c682a93ab7e29a2698427bf3f66a9e350500c62cee6d2b215d,2023-03-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
2392e913452a91051f48004f1305cc9142415136a70f9b6ad27d6d6f9bf52b87,2023-02-20 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
5f62dd3da4d38b6fddc0e11e0aeec477bac6c10feeed9b6c0803a074deab4541,2023-01-25 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
kacross.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
dfe4f1a964b7f575d7ca56375e7a9b682445fd562d2e9c42f61f140fe1643b36,2023-03-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
gmjutt6.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,1,0.75,0.75,0-100 STAKED,YES,ONLY STAKED
devbose.near,2023-01-23 00:00:00.000,26,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
811fc9adafaace14f940f914d1c2eaeaf5466041a802260c07e5a6d840c98650,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
sonke.near,2022-10-07 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
ramahar.near,2023-03-03 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
helenoliver.near,2023-03-12 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
andreapn.near,2022-10-23 00:00:00.000,139,+50 SWAPS,YES,48,-59.49942229,0.0,NO STAKE,YES,DEFI MASTER
ferray.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
1ec8222481ed7ee8e4e9a8665b5ef18838e6be079c012be852d0e39675c086c1,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.002545830602,0.0,NO STAKE,YES,ONLY STAKED
shefcoin.near,2022-12-29 00:00:00.000,33,11-50 SWAPS,YES,15,-0.126307841,0.0,NO STAKE,YES,DEFI MASTER
a24248ace16e29bf0d61036f90bbf1f85f0a4025fe8fcb89d83cb1637fc8b242,2023-02-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.02996308576,0.0,NO STAKE,YES,ONLY STAKED
harutk.near,2023-03-03 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
khokho.near,2022-12-29 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
b71d4cb26f9067ee81e4795adbe0137b2abb4fbdeb06bd6f7add8636632021ce,2023-03-11 00:00:00.000,6,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
neilharan.near,2022-03-29 00:00:00.000,2,1-10 SWAPS,NO,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
praveenperfeito.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
manoj77.near,2023-02-19 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
cangu.near,2023-03-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
samvelraja.near,2023-02-28 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
donsage.near,2023-03-04 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
aurobot99.near,2022-12-03 00:00:00.000,5,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
yusd.near,2022-02-23 00:00:00.000,338,+50 SWAPS,YES,4,-0.2328179663,0.0,NO STAKE,YES,DEFI MASTER
thinker.near,2023-02-26 00:00:00.000,20,11-50 SWAPS,YES,34,47765.110766032,47765.110766032,+100 STAKED,YES,DEFI MASTER
beetogether_org.near,2023-02-20 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,15,1169.248953555,1169.248953555,+100 STAKED,YES,ONLY STAKED
96699.near,2022-11-10 00:00:00.000,1,1-10 SWAPS,YES,2,-0.01315077627,0.0,NO STAKE,NO,DEFI MASTER
ghostplant.crowdforces.near,2023-01-17 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,8,142.0,142.0,+100 STAKED,YES,ONLY STAKED
kopzy.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
69bf594d475b8cb8188fc1843a5f587a1b57ffe1c8b75e4779f6bbf8457f64a5,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
dipak_matteo.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
riyjdb.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
5e1f58362165bae7aec384d85f1ce16a956d0aadea5b0d910c2fa86c6459e5c5,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
mila123.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
kumarkrsronit.near,2023-02-19 00:00:00.000,47,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
placco.near,2023-01-26 00:00:00.000,3,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
kitbuti.near,2022-11-16 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
smartrittik.near,2022-10-06 00:00:00.000,1,1-10 SWAPS,YES,3,-0.02437352179,0.0,NO STAKE,YES,DEFI MASTER
baa82f5f4962c52dcc3a589a8dca279fbd34a2d28410fce6eb9cb53743d1c8e2,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
taxman.near,2023-02-17 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
shanaka98.near,2023-03-04 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
griffingroggs.near,2023-01-26 00:00:00.000,95,+50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
samsameey.near,2023-03-05 00:00:00.000,9,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
alikmahmud.near,2023-03-04 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
fe56ba793c68e702c8654c5fcc33ce47b501068834a2fbe98f0e1fd2b6737786,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
47e6af7db4a6bc9c6f89d290e82b9c10b6511bb839bf86c0e3daf5747fd3f4b8,2022-11-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
20e0fcb668caf9028dd33f99dc85fcd1383da8435b0b92596e2d469501a88b2c,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
a5ef6cf0fb75d0ebd5cb2d6c8da39ffbd9cbc4cfb8d20ac6586d02daafb9b026,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
034a000cc5d193666d66f1f2348598d52ae61976e7f6904b506d9be62a715880,2023-02-22 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
satoshu.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
feebc54606a81ac213180c2b9027b99ab5d5d97eed2bedfd39010432b5c631c0,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
2296fddd61c1e262f5ead090ca24e0b7b9baa0975c939481629b9c4ab1661f99,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
a8a596a89101ca8b7d2698fd803f1843585b707af28ea2432da5823a126e93c1,2023-02-18 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
keezing.near,2023-02-23 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
lokey.near,2023-03-04 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
web3hulk.near,2023-03-04 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
minamia.near,2022-11-14 00:00:00.000,6,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
meta-artfun.near,2023-03-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
tiffakael.near,2023-03-09 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
tieuthuotp.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
airdropalertdaily.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
confidenceyobo.near,2023-02-09 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
85a5769b993a7f1f1b5f68d521e255219dd41236b500fd9e43ba251bbc4cda39,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,0.0,0.0,NO STAKE,YES,ONLY STAKED
coca2021.near,2022-12-01 00:00:00.000,46,11-50 SWAPS,YES,6,-0.007506120625,0.0,NO STAKE,YES,DEFI MASTER
thon.near,2022-11-09 00:00:00.000,1,1-10 SWAPS,YES,2,-0.01235772847,0.0,NO STAKE,NO,DEFI MASTER
d13a45773b8ce9c8bf20011fff27f7eb7a299f94d63a828a43589f98a9ee6cd0,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
eliaszinas.near,2022-12-16 00:00:00.000,17,11-50 SWAPS,YES,2,-6.621828126e-05,0.0,NO STAKE,YES,DEFI MASTER
guts0829.near,2023-03-03 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,79.53448119,79.53448119,0-100 STAKED,YES,ONLY STAKED
blua_discordia.near,2023-02-27 00:00:00.000,58,+50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
3c70d474f4f6e8cf6bc0c0146f87e93e1c92e9a9bd2dd588f173fe72b64f5ec3,2022-10-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,1,2.75,2.75,0-100 STAKED,YES,ONLY STAKED
mohitarora.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
vaavi.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
komtol.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
mttlck.near,2022-03-05 00:00:00.000,7,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
sgmm.near,2023-02-19 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
blowgun.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nembal.near,2022-12-18 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
medvedevart.near,2022-10-30 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,4,25.983291948,25.983291948,0-100 STAKED,YES,ONLY STAKED
sbusc.near,2022-10-24 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
79d3a9b3849596139ebc35986c1a30801c25a9caf6a8826519da81ed311fa098,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
huliord.near,2023-03-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
0d3e4c2710fb040d86e686800173123dd49c939b3758034ddc2d16cb685bc748,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
wanfauzan.near,2023-03-06 00:00:00.000,2,1-10 SWAPS,YES,2,-0.001536289696,0.0,NO STAKE,YES,DEFI MASTER
7a5b47078ccfc869b14d0570355c559272ca6269d60da6a0a4975204124592f8,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
uci.near,2023-02-26 00:00:00.000,4,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
jarrodbarnes.near,2023-03-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
9028fc1fff32fac89d710d4c6dbed5dff0f2677a9227c6e6499af4e065946f98,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
headstone.near,2023-02-23 00:00:00.000,4,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
cezars.near,2022-02-20 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
sixianwu.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
dungnao.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
binh.near,2022-11-25 00:00:00.000,113,+50 SWAPS,YES,2,229.448049309,229.448049309,+100 STAKED,YES,DEFI MASTER
shelter01.near,2023-02-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
moharom14.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
8dee987dab414db23f75a650bce4a6e6c5c4e1f09acd17ece1f000c1cc0ce28c,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
9a563f2fab239b5ebd148ac77f86ee5dc78d45ce989a9e049ebd4e1c071e5e9d,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
b779e1b0810b1de3c1fda2d48be36bf33760adf5bfbeca3414996c0e6f5e6d49,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
drycrispbread.near,2023-02-21 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
keklolfireball.near,2023-01-16 00:00:00.000,233,+50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
prasiddhi.near,2023-03-04 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
79ce2906a42c460304429f474c1b8e3dffd1c90520c0e8d4d2a80fefed6d2ec7,2023-03-02 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
de454445a9aef0f491cea4f0546aedef0577ea42be33a6a6f28600adef22ab33,2022-12-24 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,5,22.0,22.0,0-100 STAKED,YES,ONLY STAKED
moznu.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
iami.near,2022-11-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
kenobijon.near,2022-12-15 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
tarajaid.near,2023-03-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
ebcbb2789d1b418a53f59fed28fff3fbc0e37ffaab7aefe41855a6acc5a0d482,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
a649e7450b6354724cf19900d3b67dae93753ec2120a6c26c82526616cc1e160,2023-03-05 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
vitoooz.near,2023-02-19 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
wealth1997.near,2022-11-30 00:00:00.000,2,1-10 SWAPS,YES,2,-0.0001088438451,0.0,NO STAKE,YES,DEFI MASTER
maggie.near,2023-03-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
1a10f4d31724d8f760314451d2c4694e896dd430f489f1548f59eca717e6712b,2023-02-13 00:00:00.000,7,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
blentavec.near,2023-03-05 00:00:00.000,8,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
ariegolabs.near,2023-01-03 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
perennis.near,2023-03-02 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
creemers.near,2022-11-22 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
f4720a8938a5eb5c5ea7bdf0378135168142b6b554f0a4975986dfe69e0f324c,2023-03-05 00:00:00.000,3,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
qstn.near,2023-01-20 00:00:00.000,4,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
fahran.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
cannabisgenome.near,2023-02-01 00:00:00.000,174,+50 SWAPS,YES,42,-78.979105229,0.0,NO STAKE,YES,DEFI MASTER
vavanu4.near,2022-12-28 00:00:00.000,82,+50 SWAPS,YES,15,-419.202723129,0.0,NO STAKE,YES,DEFI MASTER
hieup5324.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
stegodon.near,2023-02-05 00:00:00.000,5,1-10 SWAPS,YES,4,7.200004773,7.200004773,0-100 STAKED,YES,DEFI MASTER
mrinmoyraj.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
humoungus_donkey.near,2022-12-15 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
akohut.near,2023-01-27 00:00:00.000,8,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
natty_by.near,2022-03-15 00:00:00.000,7,1-10 SWAPS,YES,3,65.0,65.0,0-100 STAKED,YES,DEFI MASTER
guillermorusso.near,2023-03-02 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.03202383644,0.0,NO STAKE,YES,ONLY STAKED
498dcdffd71e3a08b231efb494feac5aaf1a3cd38cb703e54c843b3d202298b4,2023-02-20 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
syneargy.near,2022-12-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
sanam1027.near,2022-10-10 00:00:00.000,1,1-10 SWAPS,NO,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
gokuop.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
duksin.near,2023-01-10 00:00:00.000,6,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
23071999.near,2022-11-09 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.01259620812,0.0,NO STAKE,NO,ONLY STAKED
z1a.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
pratiksharma.near,2022-12-05 00:00:00.000,8,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
ef3ace6b00e0d80be3dbc1659e30422b4a52494c6d85b6cddac409b458e48f5d,2023-02-19 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
shikha.near,2023-03-05 00:00:00.000,3,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
chuoichuoi.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,54.0,54.0,0-100 STAKED,NO,ONLY STAKED
eamondang.near,2023-03-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
meteor-bot.near,2023-02-12 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
mdrazibx3.near,2023-02-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
xdc0x.near,2023-02-10 00:00:00.000,1,1-10 SWAPS,NO,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
13e30d31a14086db7736b13ba1ef5b195ad4c06b6505797924f95319ffd1b50c,2022-11-26 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
ernest2nxt.near,2022-10-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
fahim1407.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
c1fc3802da3dac256d94a76829d94ee2c151f31a05c78eb2aa7c30802643018f,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
qvexo.near,2022-11-15 00:00:00.000,16,11-50 SWAPS,YES,5,2534.0,2534.0,+100 STAKED,YES,DEFI MASTER
cepi21.near,2023-03-05 00:00:00.000,3,1-10 SWAPS,YES,3,-0.01744036177,0.0,NO STAKE,YES,DEFI MASTER
4eda60bc64218550996f393104dd10d02e7d86f1a1c0ae6c5ea23a4321a33017,2023-03-13 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
painffy.near,2022-10-12 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
atairdrop10.near,2023-02-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
cryptokamaii.near,2023-03-05 00:00:00.000,5,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
valar999.near,2023-01-18 00:00:00.000,18,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
lutviansyah.near,2023-01-28 00:00:00.000,4,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
