user,first_social_sign,number_of_swaps,swaps_category,swapped_before_social,number_stake_actions,current_stake_raw,current_stake,stake_category,staked_before_social,defi_category
ajjubhai.near,2023-03-04 00:00:00.000,1,1-10 SWAPS,YES,1,0.01,0.01,0-100 STAKED,YES,DEFI MASTER
harve.near,2023-02-19 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
921100edfb99636b6d3451e4d19431de34876ef0ae311bf24db88ed4df5f32c5,2022-12-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
faysal1.near,2023-03-04 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
d45ba1c3d3aa0359391b8034ae12106378b3c8592cc0216dca20d6308758fd5a,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
metamorphoses.near,2022-03-28 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
marior.near,2022-02-20 00:00:00.000,624,+50 SWAPS,YES,166,-43.742567237,0.0,NO STAKE,YES,DEFI MASTER
5139fa8937544292c39a24857b1f79b1a2b6b8eae380c7de648cb9d845f87a70,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
df370a791210dda73f88eb92bb8025a6ef4c2c10c7dd4b8c633129b98733320e,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,0.0,0.0,NO STAKE,YES,ONLY STAKED
jeyshop.near,2023-03-05 00:00:00.000,4,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
absurdnub.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
krutouchel.near,2023-02-09 00:00:00.000,9,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
vandao.near,2022-12-05 00:00:00.000,316,+50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
thanhconsigliere.near,2022-12-12 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
3dca8dc1852d3c92e3241ab4788985d22bf9a162c282695b57f1b910bf7ca82b,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
4db12a8b6de5b6bbc465c7c8f7771ff518a69f7bd828c224553104879fc57007,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,1,1.0,1.0,0-100 STAKED,YES,ONLY STAKED
37a9ed50aebaec949e2e145415f6dda528dcb0d1307d9aa19fbf967af0467532,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
hithop.near,2022-11-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
kwansah.near,2022-12-04 00:00:00.000,15,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
txkt_fg.near,2023-02-24 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
zefang.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
gogoshishi.near,2023-01-26 00:00:00.000,4,1-10 SWAPS,YES,1,20.0,20.0,0-100 STAKED,YES,DEFI MASTER
robin6650134.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
thunderik.near,2023-03-03 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
dillip.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
lucifer1010.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
cuocdoi1212.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
easypoll.near,2023-01-17 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
babztee.near,2023-03-05 00:00:00.000,12,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
bidyutroy.near,2023-03-04 00:00:00.000,20,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
victorinox.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,4,1.0,1.0,0-100 STAKED,YES,ONLY STAKED
juscearaujo.near,2023-02-24 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
jaber12.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
8e92f6d4d2b42ef2612e6bcd02def0a1b40115aa2eca7938f76adb33a732ea20,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
ofcgg.near,2023-02-27 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
mehedimilu.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
wohon.near,2023-01-10 00:00:00.000,26,11-50 SWAPS,NO,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
arindam9452.near,2023-03-05 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
0xsajjad.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
a75e267ef4f99d9ea35f43de83983a1885e729e2c3047d986dc8f5c438472473,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
trongduy.near,2022-12-01 00:00:00.000,61,+50 SWAPS,YES,3,-0.99177048,0.0,NO STAKE,YES,DEFI MASTER
6f0a4918a13e0437ff1bbbe65ae945de0762807b272d0a78e6e04833cab9f574,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
pjain780.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
surajiti.near,2023-02-25 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nearhorizon.near,2023-03-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nguyenduny.near,2023-03-05 00:00:00.000,23,11-50 SWAPS,YES,6,2.334537697,2.334537697,0-100 STAKED,YES,DEFI MASTER
thewiki.near,2022-03-21 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
azie.near,2023-03-04 00:00:00.000,9,1-10 SWAPS,YES,2,-0.0007370409412,0.0,NO STAKE,YES,DEFI MASTER
codame.near,2023-01-24 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,6,-3.078036696,0.0,NO STAKE,YES,ONLY STAKED
ajinkya1396.near,2023-03-04 00:00:00.000,5,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
mrpeter.near,2023-03-05 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
adoll96.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
grohl.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
tinhy.near,2023-03-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
tukukhan.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
mokaram.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
chezhe.near,2022-11-01 00:00:00.000,47,11-50 SWAPS,YES,15,3.597347936,3.597347936,0-100 STAKED,YES,DEFI MASTER
irmannmal.near,2022-11-24 00:00:00.000,17,11-50 SWAPS,YES,4,137.586842771,137.586842771,+100 STAKED,YES,DEFI MASTER
tathir.near,2023-03-04 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
bautroixanh.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
elonmusk-doge.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
c7f6b080da345b333a6a5a77d71ffa27c7448848ccd5232138a74d6a1e2d3ee1,2023-03-05 00:00:00.000,1,1-10 SWAPS,YES,5,31.1,31.1,0-100 STAKED,YES,DEFI MASTER
trannhi7733.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
33c53bfb6407138f8e02aeb5686803bcbcc96fd2b283bd6a1ee75c818e1ab64e,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
bingodo.near,2022-11-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
northseadao.near,2022-02-20 00:00:00.000,3,1-10 SWAPS,NO,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
cread.near,2022-11-09 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.01226966765,0.0,NO STAKE,NO,ONLY STAKED
minions.near,2023-03-06 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
jensq.near,2023-03-05 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
a13x.near,2023-02-26 00:00:00.000,6,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
khanhnguyen123.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
crypto_typ.near,2023-01-19 00:00:00.000,25,11-50 SWAPS,YES,2,1.0,1.0,0-100 STAKED,YES,DEFI MASTER
b4a3a1f3624d41e614af398a9e367dea7cd13140b226240b93a0a7b212f988bf,2023-02-09 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
4meta4.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
abusaid01.near,2023-03-10 00:00:00.000,3,1-10 SWAPS,YES,2,-0.004933060779,0.0,NO STAKE,YES,DEFI MASTER
mintclub.near,2023-03-06 00:00:00.000,5,1-10 SWAPS,YES,1,0.1,0.1,0-100 STAKED,YES,DEFI MASTER
klarakopiv2.near,2022-12-01 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
8d5b5aa71ff393510b1afb769afd4ac07eead0724bb96089e16eb0b22d284ca8,2023-02-07 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
6c3912665f94c889cc1640e659537efda36cf798027c0518e764cc41880fb2c4,2023-02-09 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
4c38dc767db6c2b99116bdab2fc864174606786b3b2fe8308ee2ab74850058d3,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
haoquang.near,2022-11-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
buihuycuong.near,2022-11-01 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.1622943037,0.0,NO STAKE,YES,ONLY STAKED
cryptomark.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.03536291125,0.0,NO STAKE,YES,ONLY STAKED
orkhan001.near,2022-11-04 00:00:00.000,1,1-10 SWAPS,NO,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
bitcoinnj.near,2023-03-05 00:00:00.000,7,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
paulaharper.near,2023-03-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
dongvc.near,2022-11-22 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
triple41.near,2022-12-23 00:00:00.000,13,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
influence8.near,2022-11-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
0af25a66aeb234b9657ad6402e81de62e0a49b50aff1a10f9f93d369024d6438,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nikitadigital.near,2023-03-02 00:00:00.000,5,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
150d89f46a201b597bf51113f3ff1d170d6d8ab13801758bde6ade9768591e7c,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
tatiana78.near,2022-11-09 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
stormfur.near,2022-05-09 00:00:00.000,55,+50 SWAPS,YES,6,-6.491631633,0.0,NO STAKE,YES,DEFI MASTER
ryuuguuji.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nhabaoviec.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.01109400902,0.0,NO STAKE,YES,ONLY STAKED
certyhq.near,2022-11-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
wadiden1.near,2023-02-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
6ad99d2bb97942e9a00661e160b4a645e69d35507c40e1ca8b6aa9469da59e50,2023-03-04 00:00:00.000,2,1-10 SWAPS,YES,1,0.2,0.2,0-100 STAKED,YES,DEFI MASTER
tu0915413223.near,2023-03-04 00:00:00.000,36,11-50 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
antoa.near,2023-03-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
jetek.near,2023-02-19 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
ghannurathore786.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
verisoul.near,2022-12-05 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
notnilc.near,2022-11-14 00:00:00.000,2,1-10 SWAPS,YES,1,0.003225227582,0.003225227582,0-100 STAKED,YES,DEFI MASTER
avrorakot.near,2023-03-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nearweek.near,2022-02-21 00:00:00.000,21,11-50 SWAPS,YES,2,-5.015154102,0.0,NO STAKE,YES,DEFI MASTER
frado.near,2022-12-05 00:00:00.000,101,+50 SWAPS,YES,22,464.555086708,464.555086708,+100 STAKED,YES,DEFI MASTER
airdrop33.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-7.959313722e-05,0.0,NO STAKE,YES,ONLY STAKED
hurog.near,2023-03-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nicom.near,2023-03-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
ardityarama06.near,2022-02-20 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
galina1234.near,2023-03-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
aqkk.near,2022-11-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.01245663666,0.0,NO STAKE,NO,ONLY STAKED
a6f2d56bfa86da381e67e184bab40460681bec23edfeda4a876c159cdc2580f1,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
mostakim211.near,2023-03-05 00:00:00.000,5,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
47569ed2c9dd4fa6256002f0154ef2fff4cd0650700ced2707f40a77fb46b62e,2023-02-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
niightdreamer.near,2023-01-20 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
765939306551a18572a9f674b82d7a92c44ce2f0978cdde6bbe0b5451cb44ec0,2023-03-07 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
b86f0fbc6840192ddd06127bce56d94078f0104ac0038e1a1d0299e8c4100d73,2023-02-19 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
rijalnurohman12.near,2023-03-05 00:00:00.000,3,1-10 SWAPS,YES,1,0.1,0.1,0-100 STAKED,YES,DEFI MASTER
tranlongttt.near,2022-11-14 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
b943b791291c0eca8d7d5f77a28191098b39e396f17dcf1dd9c53604462b8701,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,1,0.1,0.1,0-100 STAKED,YES,ONLY STAKED
boredapeyacht.near,2023-03-02 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
ethxbnb.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
mirandababaa.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
pebble.near,2022-12-14 00:00:00.000,1,1-10 SWAPS,NO,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
monirulnaim1.near,2023-03-04 00:00:00.000,5,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
paplee.near,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
robertz.near,2023-01-04 00:00:00.000,6,1-10 SWAPS,YES,2,2550.0,2550.0,+100 STAKED,YES,DEFI MASTER
a5d7b5c16e8af53514145f0285acb2483a92688d5d5c72625f34aa760e986bcd,2022-12-22 00:00:00.000,6,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
indradoc.near,2023-02-08 00:00:00.000,10,1-10 SWAPS,YES,2,-0.003027918556,0.0,NO STAKE,YES,DEFI MASTER
khautam.near,2023-03-05 00:00:00.000,6,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
gmemster0024.near,2023-03-06 00:00:00.000,2,1-10 SWAPS,YES,1,0.01,0.01,0-100 STAKED,YES,DEFI MASTER
silverest.near,2022-04-06 00:00:00.000,174,+50 SWAPS,YES,33,-1.584161785,0.0,NO STAKE,YES,DEFI MASTER
milano000.near,2022-11-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
samoykute.near,2023-03-04 00:00:00.000,31,11-50 SWAPS,YES,6,-0.7781834517,0.0,NO STAKE,YES,DEFI MASTER
waldmatias.near,2023-01-19 00:00:00.000,6,1-10 SWAPS,YES,9,-0.41190582,0.0,NO STAKE,YES,DEFI MASTER
trzglhouse.near,2023-02-26 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
mynearid.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
richgaleri.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
134215621520019456.near,2023-03-05 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
maudi.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
165f3357661434bad06ed2c6a29a569b6080bccb4fc26b3b8331fc693d830b46,2023-03-05 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
sahadat55.near,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
3cde41110f80066280b183977254001d79b9faeae87b0b6115fe585f8336f38e,2023-03-05 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
allone.near,2022-12-14 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
nomada.near,2023-01-19 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
orka.near,2023-03-06 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
52b25ba118e86e8cbb0f26c22acb38fc7aa5a7e458dbb6f9eb4aa773cf245faf,2023-02-18 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
cryptodnv.near,2022-12-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,3,-0.0144073953,0.0,NO STAKE,YES,ONLY STAKED
thb0301.near,2023-03-04 00:00:00.000,222,+50 SWAPS,YES,25,-19.400976432,0.0,NO STAKE,YES,DEFI MASTER
emei.near,2022-11-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.01368360346,0.0,NO STAKE,NO,ONLY STAKED
eltes.near,2023-03-09 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
386b9b5d72c37929d7248f4019c31ee6a41576c8a379395ec9e88dc47508da85,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,2.888888035,2.888888035,0-100 STAKED,YES,ONLY STAKED
bikashbahl.near,2023-03-04 00:00:00.000,12,11-50 SWAPS,YES,1,0.1,0.1,0-100 STAKED,YES,DEFI MASTER
3a255e3795c65f0fba0e7376d962c9d85150dbb41a1cf398538811809312fa3e,2023-02-08 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
crazyrich.near,2023-03-05 00:00:00.000,4,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
eb3536f28fe8498fe81ae32f31d0bd1e0fda35e85c4d5510476dae5bae05bc46,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
shash777.near,2023-03-04 00:00:00.000,1,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
hondaa.near,2022-11-10 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,2,-0.01251537246,0.0,NO STAKE,NO,ONLY STAKED
nung.near,2023-03-11 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
ydnas.near,2023-02-23 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
papadum.near,2022-11-15 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
287771e9fc49d186e32ec69d9cfee598ab56df67d369339a6d11fb5ee9caebed,2023-03-05 00:00:00.000,2,1-10 SWAPS,YES,0,,0.0,NO STAKE,NEVER STAKED,ONLY SWAPPED
0e4f002a869db717946a26642384abdc1b9d1a4760f7cc85d63a325ca8e06df4,2023-03-04 00:00:00.000,0,NO SWAPS,NEVER SWAPPED,0,,0.0,NO STAKE,NEVER STAKED,NO DEFI ACTIVITY
